name,id,wikidataId,firstAuthor,numOfCoAuthors,title,subtitle,normalizedGenre,digitalSource,originalSourcePublisher,originalSourcePubPlace,originalSourceYear,originalSourceNumberOfPages,yearNormalized,size,libretto,averageClustering,density,averagePathLength,maxDegreeIds,averageDegree,diameter,yearPremiered,yearPrinted,maxDegree,numOfSpeakers,numOfSpeakersFemale,numOfSpeakersMale,numOfSpeakersUnknown,numPersonGroups,numConnectedComponents,numEdges,yearWritten,numOfSegments,wikipediaLinkCount,numOfActs,wordCountText,wordCountSp,wordCountStage,numOfP,numOfL
"gottschedin-die-pietisterey-im-fischbein-rocke","ger000462","Q15805796","Gottsched","0","Die Pietisterey im Fischbein-Rocke oder Die Doctormäßige Frau","","Comedy","http://www.textgridrep.org/textgrid:nm2b.0","","","","","1736","16","false","0.8219246031746031","0.44166666666666665","1.5583333333333333","frau_glaubeleichtin","6.625","2","","1736","15","16","8","8","0","","1","53","","40","1","5","24032","21891","460","1032","18"
"grabbe-die-hermannsschlacht","ger000516","Q1213366","Grabbe","0","Die Hermannsschlacht","","","http://www.textgridrep.org/textgrid:nmgc.0","","","","","1838","106","false","0.9555087487040772","0.16028751123090745","1.8192974013474494","hermann","16.830188679245282","3","1936","1838","82","106","6","99","1","","3","892","1835/1836","17","1","0","16349","15886","1757","776","3"
"grabbe-don-juan-und-faust","ger000209","Q1239218","Grabbe","0","Don Juan und Faust","Eine Tragödie in vier Akten","Tragedy","http://www.textgridrep.org/textgrid:nmg0.0","","","","","1829","21","false","0.9502100840336134","0.638095238095238","1.3904761904761904","faust","12.761904761904763","3","1829","1829","18","21","2","14","5","","1","134","1829","11","2","4","23458","23218","1462","33","3395"
"grabbe-hannibal","ger000393","Q1576146","Grabbe","0","Hannibal","","","http://www.textgridrep.org/textgrid:nmfv.0","","","","","1835","118","false","0.9238934990335138","0.09010575112270028","2.1894927536231883","hannibal","10.542372881355933","4","1918","1835","40","118","11","95","12","","4","622","1834/1835","28","1","5","17658","17173","1888","927","0"
"grabbe-herzog-theodor-von-gothland","ger000158","Q1615219","Grabbe","0","Herzog Theodor von Gothland","Eine Tragödie in fünf Akten","Tragedy","http://www.textgridrep.org/textgrid:nmg5.0","","","","","1827","61","false","0.8842960657811877","0.3262295081967213","1.6737704918032787","berdoa","19.57377049180328","2","1892","1827","57","61","2","59","0","","1","597","1818/1822","17","1","5","43429","42944","5033","0","6988"
"grabbe-kaiser-friedrich-barbarossa","ger000517","Q104518654","Grabbe","0","Kaiser Friedrich Barbarossa","Eine Tragödie in fünf Akten","Tragedy","http://www.textgridrep.org/textgrid:nmfs.0","","","","","1829","82","false","0.862663828740171","0.28184281842818426","1.8145137006925625","kaiser_friedrich","22.829268292682926","3","1875","1829","71","82","3","72","7","","1","936","1829","12","0","5","22949","22460","2094","57","3150"
"grabbe-kaiser-heinrich-der-sechste","ger000518","Q104520895","Grabbe","0","Kaiser Heinrich der Sechste","Eine Tragödie in fünf Akten","Tragedy","http://www.textgridrep.org/textgrid:nmf9.0","","","","","1830","80","false","0.8340390407447831","0.15632911392405063","2.385486018641811","koenig_heinrich_kaiser_heinrich","12.35","4","1875","1830","42","80","7","70","3","","2","494","1829","15","0","5","31255","30563","2103","251","3828"
"grabbe-napoleon","ger000378","Q1964966","Grabbe","0","Napoleon oder Die hundert Tage","Ein Drama in fünf Aufzügen","","http://www.textgridrep.org/textgrid:nmfn.0","","","","","1831","259","false","0.9540102381647102","0.08901260064050762","2.83399137899808","chassecoeur|vitry","22.965250965250966","6","1895","1831","106","259","23","199","37","","4","2974","1829/1831","25","1","5","38123","36630","3142","1851","124"
"grabbe-scherz-satire-ironie-und-tiefere-bedeutung","ger000380","Q2233825","Grabbe","0","Scherz, Satire, Ironie und tiefere Bedeutung","Ein Lustspiel in drei Aufzügen","Comedy","http://www.textgridrep.org/textgrid:nmfg.0","","","","","1827","27","false","0.8635689300576155","0.5014245014245015","1.5071225071225072","schulmeister|mollfels","13.037037037037036","3","1876","1827","24","27","3","24","0","","1","176","1822","14","1","3","17048","16719","1865","582","12"
"grillparzer-der-gastfreund","ger000513","Q104443343","Grillparzer","0","Der Gastfreund","Trauerspiel in einem Aufzuge","Tragedy","http://www.textgridrep.org/textgrid:np6j.0","","","","","1821","12","false","1","1","1","several characters","11","1","1821","1822","11","12","5","7","0","","1","66","1818","1","0","1","4280","4023","565","0","619"
"grillparzer-der-traum-ein-leben","ger000358","Q16831017","Grillparzer","0","Der Traum ein Leben","Dramatisches Märchen in vier Aufzügen","","http://www.textgridrep.org/textgrid:nns8.0","","","","","1834","17","false","0.8952991452991453","0.6323529411764706","1.3676470588235294","zanga|rustan|guelnare","10.117647058823529","2","1834","1840","16","17","4","13","0","","1","86","1817/1830","4","1","4","18707","18412","3436","0","2914"
"grillparzer-des-meeres-und-der-liebe-wellen","ger000010","Q48929649","Grillparzer","0","Des Meeres und der Liebe Wellen","Trauerspiel in fünf Aufzügen","Tragedy","http://www.textgridrep.org/textgrid:npsg.0","","","","","1831","11","false","1","1","1","several characters","10","1","1831","1840","10","11","3","7","1","","1","55","1826/1829","5","0","5","19626","19301","2718","0","2452"
"grillparzer-die-ahnfrau","ger000444","Q1210952","Grillparzer","0","Die Ahnfrau","Trauerspiel in fünf Aufzügen","Tragedy","http://www.textgridrep.org/textgrid:nsv5.0","","","","","1817","10","false","0.9071428571428571","0.8666666666666667","1.1333333333333333","guenther|jaromir|hauptmann","7.8","2","1817","1817","9","10","2","7","1","","1","39","1816","5","2","5","19045","18884","1430","0","3442"
"grillparzer-die-argonauten","ger000514","Q104443346","Grillparzer","0","Die Argonauten","Trauerspiel in vier Aufzügen","Tragedy","http://www.textgridrep.org/textgrid:np6j.0","","","","","1821","17","false","0.866955756661639","0.5661764705882353","1.4338235294117647","medea","9.058823529411764","2","1821","1822","16","17","5","11","1","","1","77","1818/1819","9","0","4","15827","15476","2566","0","2172"
"grillparzer-die-juedin-von-toledo","ger000170","Q1213719","Grillparzer","0","Die Jüdin von Toledo","Historisches Trauerspiel in fünf Aufzügen","Tragedy","http://www.textgridrep.org/textgrid:ns3r.0","","","","","1851","16","false","0.8502379564879565","0.65","1.35","koenig|garceran","9.75","2","1872","1872","15","16","5","10","1","","1","78","1839/1851","5","4","5","16965","16716","1956","0","2144"
"grillparzer-ein-bruderzwist-in-habsburg","ger000121","Q1304349","Grillparzer","0","Ein Bruderzwist in Habsburg","Trauerspiel in fünf Aufzügen","Tragedy","http://www.textgridrep.org/textgrid:ns9c.0","","","","","1848","44","false","0.8476657598031917","0.27801268498942916","1.831923890063425","klesel|leopold","11.954545454545455","3","1872","1872","30","44","1","41","2","","1","263","1848","12","1","5","25676","25287","3271","0","3205"
"grillparzer-ein-treuer-diener-seines-herrn","ger000372","Q28648395","Grillparzer","0","Ein treuer Diener seines Herrn","Trauerspiel in fünf Aufzügen","Tragedy","http://www.textgridrep.org/textgrid:nvk1.0","","","","","1828","37","false","0.8847414064805369","0.4219219219219219","1.578078078078078","bancbanus|otto","15.18918918918919","2","1828","1830","36","37","6","29","2","","1","281","1826/1827","5","1","5","20229","19954","3152","0","2475"
"grillparzer-koenig-ottokars-glueck-und-ende","ger000286","Q168201","Grillparzer","0","König Ottokars Glück und Ende","Trauerspiel in fünf Aufzügen","Tragedy","http://www.textgridrep.org/textgrid:nttc.0","","","","","1825","55","false","0.8873605900559753","0.46936026936026937","1.5306397306397306","several characters","25.345454545454544","2","1825","1825","54","55","7","44","4","","1","697","1823","5","5","5","27076","26730","3706","0","3424"
"grillparzer-libussa","ger000512","Q48929803","Grillparzer","0","Libussa","Trauerspiel in fünf Aufzügen","Tragedy","http://www.textgridrep.org/textgrid:ntqj.0","","","","","1848","32","false","0.9150249841695198","0.5705645161290323","1.4294354838709677","libussa","17.6875","2","1874","1872","31","32","12","20","0","","1","283","1825/1848","15","0","5","22259","21733","2451","0","2808"
"grillparzer-medea","ger000515","Q104443347","Grillparzer","0","Medea","Trauerspiel in fünf Aufzügen","Tragedy","http://www.textgridrep.org/textgrid:np6j.0","","","","","1821","12","false","0.8673039923039924","0.696969696969697","1.303030303030303","jason|koenig","7.666666666666667","2","1821","1822","11","12","5","7","0","","1","46","1819/1820","6","0","5","19495","19247","1383","0","2665"
"grillparzer-sappho","ger000108","Q1242002","Grillparzer","0","Sappho","Trauerspiel in fünf Aufzügen","Tragedy","http://www.textgridrep.org/textgrid:nv2j.0","","","","","1818","10","false","0.8047619047619048","0.5777777777777777","1.4444444444444444","melitta","5.2","3","1818","1819","8","10","4","4","2","","1","26","1817","33","3","5","16807","16394","1381","0","2320"
"grillparzer-weh-dem-der-luegt","ger000136","Q2554350","Grillparzer","0","Weh dem, der lügt!","Lustspiel in fünf Aufzügen","Comedy","http://www.textgridrep.org/textgrid:npm2.0","","","","","1838","16","false","0.8743395493395494","0.7166666666666667","1.2833333333333334","leon","10.75","2","1838","1840","15","16","1","15","0","","1","86","","5","1","5","17933","17583","2499","0","2234"
"gryphius-absurda-comica-oder-herr-peter-squentz","ger000547","Q333566","Gryphius","0","Absurda Comica oder Herr Peter Squentz","Schimpff-Spiel","Comedy","http://www.textgridrep.org/textgrid:p8vz.0","","","","","1658","14","false","0.9358974358974359","0.8461538461538461","1.1538461538461537","several characters","11","2","","1658","13","14","3","11","0","","1","77","1648/1650","3","1","3","9535","9162","562","266","476"
"gryphius-cardenio-und-celinde","ger000538","Q42187675","Gryphius","0","Cardenio und Celinde oder Unglücklich Verliebete","Trauerspiel","Tragedy","http://www.textgridrep.org/textgrid:p7m9.0","","","","","1657","17","false","0.8663042839513428","0.5735294117647058","1.4411764705882353","cardenio","9.176470588235293","3","1661","1657","15","17","3","11","3","","1","78","1650","5","0","5","19774","17542","214","0","2069"
"gryphius-carolus-stuardus","ger000550","Q42187688","Gryphius","0","Carolus Stuardus","Trauerspiel","Tragedy","http://www.textgridrep.org/textgrid:p8rz.0","","","","","1650","55","false","0.6723076923076924","0.11245791245791245","2.5754060324825985","carol","6.072727272727272","7","1650","1657","15","55","14","39","2","","9","167","1649","32","0","5","32447","31021","234","9","2774"
"gryphius-catharina-von-georgien","ger000548","Q1736032","Gryphius","0","Catharina von Georgien oder Bewehrete Beständigkeit","Trauerspiel","Tragedy","http://www.textgridrep.org/textgrid:p7dk.0","","","","","1651","22","false","0.6491869241869243","0.22077922077922077","1.9090909090909092","catharina","4.636363636363637","4","1651","1657","13","22","9","10","3","","4","51","1647","30","3","5","26236","25032","265","0","2910"
"gryphius-horribilicribrifax-teutsch","ger000549","Q20984917","Gryphius","0","Horribilicribrifax Teutsch","Scherzspiel","Comedy","http://www.textgridrep.org/textgrid:p87j.0","","","","","1650","21","false","0.5157218442932728","0.2571428571428571","2.057142857142857","coelestina","5.142857142857143","4","1674","1663","9","21","7","14","0","","1","54","1647/1650","42","1","5","22749","20138","393","937","12"
"gryphius-leo-armenius-oder-fuersten-mord","ger000546","Q1818468","Gryphius","0","Leo Armenius oder Fürsten-Mord","Trauer-spiel","Tragedy","http://www.textgridrep.org/textgrid:p878.0","","","","","1650","37","false","0.8733352454405084","0.2552552552552553","2.045045045045045","michael","9.18918918918919","4","1651","1650","25","37","3","34","0","","1","170","1646","23","1","5","25486","24134","222","5","2754"
"gryphius-papinianus","ger000551","Q42194033","Gryphius","0","Großmütiger Rechtsgelehrter oder Sterbender Aemilius Paulus Papinianus","Trauerspiel","Tragedy","http://www.textgridrep.org/textgrid:p7hs.0","","","","","1659","34","false","0.654640947288006","0.1354723707664884","2.302941176470588","papinianus","4.470588235294118","4","1660","1659","11","34","9","23","2","","4","76","1659","31","0","5","30220","29044","249","12","2933"
"gryphius-verlibtes-gespenste-die-gelibte-dornrose","ger000552","Q42190297","Gryphius","0","Verlibtes Gespenste / Die gelibte Dornrose","Gesang-Spil / Schertz-Spil","Comedy","http://www.textgridrep.org/textgrid:p8d8.0","","","","","1660","21","false","0.9091080876795162","0.26666666666666666","1.1884057971014492","wilhelm","5.333333333333333","2","1660","1661","9","21","5","16","0","","4","56","1660","29","0","8","19470","18797","539","361","1102"
"guenderode-magie-und-schicksal","ger000440","Q56254770","Günderode","0","Magie und Schicksal","Drama in drei Akten","","http://www.textgridrep.org/textgrid:pb4c.0","","","","","1805","9","false","0.9722222222222222","0.9722222222222222","1.0277777777777777","several characters","7.777777777777778","2","","1805","8","9","3","6","0","","1","35","","3","0","3","8747","8678","360","0","1152"
"guenderode-nikator","ger000125","Q56254778","Günderode","0","Nikator","Eine dramatische Skizze in drei Akten","","http://www.textgridrep.org/textgrid:pb6v.0","","","","","1805","7","false","0.9238095238095239","0.9047619047619048","1.0952380952380953","several characters","5.428571428571429","2","","1805","6","7","2","5","0","","1","19","","3","0","3","3936","3882","102","0","509"
"guenderode-udohla","ger000293","Q56254774","Günderode","0","Udohla","Drama in zwei Akten","","http://www.textgridrep.org/textgrid:pb0f.0","","","","","1805","7","false","1","1","1","several characters","6","1","","1805","6","7","2","5","0","","1","21","","2","0","2","5588","5534","177","0","742"
"gutzkow-das-urbild-des-tartueffe","ger000019","Q56254645","Gutzkow","0","Das Urbild des Tartüffe","Lustspiel in fünf Aufzügen","Comedy","http://www.textgridrep.org/textgrid:p5c7.0","","","","","1844","17","false","0.7591637121048885","0.47794117647058826","1.5808823529411764","moliere","7.647058823529412","3","1844","1847","13","17","3","14","0","","1","65","","35","0","5","23948","22110","1632","984","7"
"gutzkow-richard-savage","ger000006","Q56254719","Gutzkow","0","Richard Savage oder Der Sohn einer Mutter","Trauerspiel in fünf Aufzügen","Tragedy","http://www.textgridrep.org/textgrid:p5c8.0","","","","","1839","28","false","0.787224283652855","0.30158730158730157","1.9153439153439153","savage","8.142857142857142","4","1839","1842","22","28","3","24","1","","1","114","1839","30","0","5","20964","20002","1855","480","25"
"gutzkow-uriel-acosta","ger000042","Q56254763","Gutzkow","0","Uriel Acosta","Trauerspiel in fünf Aufzügen","Tragedy","http://www.textgridrep.org/textgrid:p5cg.0","","","","","1846","17","false","0.7440879382055853","0.36764705882352944","1.661764705882353","uriel","5.882352941176471","3","1846","1847","15","17","2","13","2","","1","50","1846","28","0","5","17379","15869","1488","0","2193"
"gutzkow-zopf-und-schwert","ger000045","Q52743932","Gutzkow","0","Zopf und Schwert","Lustspiel in fünf Aufzügen","Comedy","http://www.textgridrep.org/textgrid:p5bz.0","","","","","1844","26","false","0.8092614461958353","0.32","1.843076923076923","koenig","8","3","1844","1844","18","26","5","18","3","","1","104","1843","34","0","5","22747","20892","2569","1004","0"
"haffner-die-fledermaus","ger000329","Q464930","Haffner","1","Die Fledermaus","Operette in drei Aufzügen","","http://www.textgridrep.org/textgrid:pgp7.0","","","","","1874","29","true","0.8758079381712304","0.7093596059113301","1.3152709359605912","chor_der_gaeste_alle","19.862068965517242","3","1874","","26","29","11","17","1","","1","288","","41","35","3","16654","15972","1743","759","1023"
"hafner-der-furchtsame","ger000005","Q56256336","Hafner","0","Der Furchtsame","Ein Lustspiel in drey Aufzügen","Comedy","http://www.textgridrep.org/textgrid:pgph.0","","","","","1764","9","false","1","1","1","several characters","8","1","1764","1764","8","9","2","7","0","","1","36","","43","0","3","21770","21268","1862","597","0"
"hafner-maegera-die-foerchterliche-hexe","ger000002","Q56256362","Hafner","0","Mägera, die förchterliche Hexe oder Das bezauberte Schloß des Herrn von Einhorn","Ein neues Zauberlustspiel","Comedy","http://www.textgridrep.org/textgrid:pgpm.0","","","","","1763","10","false","0.9166666666666667","0.7777777777777778","1.2222222222222223","odoardo|riepel|anselmo","7","2","1762/1763","1764","9","10","3","7","0","","1","35","","40","0","3","22862","22077","2712","564","270"
"halm-der-sohn-der-wildnis","ger000113","Q56256383","Halm","0","Der Sohn der Wildnis","Dramatisches Gedicht in fünf Akten","","http://www.textgridrep.org/textgrid:pj2h.0","","","","","1842","18","false","0.8646521778874718","0.6209150326797386","1.3790849673202614","parthenia","10.555555555555555","2","1842","1843","17","18","3","15","0","","1","95","","5","0","5","21664","21322","2226","0","2890"
"hartleben-die-sittliche-forderung","ger000350","Q56395700","Hartleben","0","Die sittliche Forderung","","Comedy","http://www.textgridrep.org/textgrid:pk02.0","","","","","1896","3","false","1","1","1","berta|rita|friedrich","2","1","1896","1897","2","3","2","1","0","","1","3","","1","0","0","5423","5318","949","257","16"
"hartleben-hanna-jagert","ger000099","Q56395724","Hartleben","0","Hanna Jagert","Komödie","Comedy","http://www.textgridrep.org/textgrid:pk6x.0","","","","","1893","18","false","0.8978609625668449","0.5294117647058824","1.4705882352941178","hanna","9","2","1893","1893","17","18","6","11","1","","1","81","","3","0","3","20487","20186","3798","768","0"
"hartleben-rosenmontag","ger000114","Q56395736","Hartleben","0","Rosenmontag","Eine Offiziers-Tragödie","Tragedy","http://www.textgridrep.org/textgrid:pjw6.0","","","","","1898","24","false","0.8283825884154833","0.47101449275362317","1.5724637681159421","moritz","10.833333333333334","3","1900","1898","20","24","0","24","0","","1","130","1899","31","1","5","25994","24770","6141","1132","14"
"hasenclever-der-sohn","ger000492","Q1196915","Hasenclever","0","Der Sohn","Ein Drama in fünf Akten","","https://www.gutenberg.org/ebooks/61578","","","","","1914","11","false","0.506060606060606","0.23636363636363636","2.0444444444444443","der_sohn","2.3636363636363638","3","1916","1914","6","11","2","9","0","","2","13","1913","25","3","5","24309","23660","2321","761","161"
